Age,Sleep Start Time,Sleep End Time,Total Sleep Hours,Sleep Quality,Screen Time Before Bed (mins),Work Hours (hrs/day),Mood Score,Stress Level
-0.5357528116157672,1.1444304312994764,-0.19881744193515444,-1.165772574081501,3,0.6500939040433065,0.3608193270493789,-0.029703710296104656,1.3083022038195093
0.19586119993733922,-0.8512924361008123,-1.3693994174515114,-1.0763571184205867,5,0.6500939040433065,-0.728646672107221,-0.029703710296104656,1.3083022038195093
-1.511238160353242,0.08177280060581833,-0.8216959243200049,-1.117625790264086,7,-1.9797358048697458,0.2278316383782985,-1.3440271747255168,-1.2686176382516139
-0.12930058297515248,0.945722093852697,0.8965895443278584,0.3955588439975425,8,0.6500939040433065,-0.8427282041806687,-0.029703710296104656,0.019842282783947607
0.6023134285779538,-0.5057127188020589,-0.43508169387423584,-0.1546901139157768,10,0.6500939040433065,1.4885127773408227,1.2846197541333075,-1.2686176382516139
-0.048010137247029565,-0.20333046616565323,0.7677181341792686,1.1452730491544407,10,0.6500939040433065,-0.7821906478878797,-1.3440271747255168,1.3083022038195093
-1.673819051809488,0.7124557846760371,1.014721670297399,0.7257082187455338,3,0.6500939040433065,-1.492202346800853,-1.3440271747255168,-1.2686176382516139
-1.0234954859845047,-1.0586402664800618,-0.9881548290952668,-0.42981459287243673,8,0.6500939040433065,0.4889401105976852,-0.029703710296104656,0.019842282783947607
-0.61704325734389,-1.6720442646853464,-0.8646530610362015,0.2304841566235465,7,-0.6648209504132196,-1.3626622415704563,1.2846197541333075,0.019842282783947607
0.8461847657623226,-1.412859476711282,-0.5854316723809238,0.3749245080757928,4,0.6500939040433065,-0.7338417784396754,-0.029703710296104656,-1.2686176382516139
0.521022982849831,-0.7217000421137786,-0.9076101977523982,-0.5880111682725158,7,0.6500939040433065,-0.9511693584880621,-0.029703710296104656,-1.2686176382516139
-1.2673668231688735,-1.2141511392644997,-0.22566565238277767,0.6775614349281187,10,-1.9797358048697458,-0.6162363873747649,-1.3440271747255168,0.019842282783947607
-0.7796241488001359,0.012656857146066434,0.5905199452249577,0.746342554667284,5,0.6500939040433065,1.6809647719862806,1.2846197541333075,1.3083022038195093
-1.673819051809488,-0.8512924361008123,-0.43508169387423584,0.12043436504088313,10,0.6500939040433065,0.3312231458714235,-1.3440271747255168,0.019842282783947607
0.19586119993733922,1.334499275813792,1.2026591434307587,0.47809618768454043,1,0.6500939040433065,0.6937484386126427,-0.029703710296104656,0.019842282783947607
-0.21059102870327542,1.4381731910034181,1.417444827011742,0.6706833229542024,7,-0.6648209504132196,-0.5534339512253188,-0.029703710296104656,1.3083022038195093
-0.45446236588764416,1.6628000072476048,1.0952663016402673,0.0722875812234675,1,0.6500939040433065,0.2102715418677594,-1.3440271747255168,-1.2686176382516139
-1.511238160353242,1.3172202899488545,1.2133984276098082,0.5056086355802064,1,0.6500939040433065,0.2889992193893084,-0.029703710296104656,-1.2686176382516139
-0.29188147443139834,-0.3761203248150284,0.18779678851061468,0.5399991954497888,9,-1.9797358048697458,-0.01613866850200716,-1.3440271747255168,-1.2686176382516139
